pkcs11-helper 1.29.0-1
pkgconf 1.8.0-1
pkgfile 21-2
polkit 121-1
polkit-gnome 0.105-9
polybar 3.6.3-2
poppler 22.10.0-1
poppler-data 0.4.11-1
poppler-glib 22.10.0-1
popt 1.18-3
portaudio 1:19.7.0-1
portmidi 236-1
portsmf 234-2
powerline-common 2.8.3-1
powerline-fonts 2.8.3-1
powertop 2.15-1
ppp 2.4.9-2
pptpclient 1.10.0-2
procps-ng 3.3.17-1
proton-ge-custom-bin 1:GE_Proton7_37-1
protonup-git 0.1.4.r9.gd8289b0-1
psmisc 23.5-1
pulseaudio 16.1-1
pulseaudio-alsa 1:1.2.7.1-1
pulseaudio-bluetooth 16.1-1
pv 1.6.20-2
python 3.10.8-2
python-appdirs 1.4.4-7
python-attrs 22.1.0-1
python-autocommand 2.2.1-1
python-cairo 1.21.0-1
python-cffi 1.15.1-1
python-chardet 5.0.0-1
python-cryptography 38.0.1-1
python-distro 1.7.0-1
python-docutils 1:0.19-2
python-gobject 3.42.2-1
python-i3ipc 2.2.1-3
python-idna 3.4-1
python-inflect 6.0.2-1
python-jaraco.context 4.1.2-1
python-jaraco.functools 3.5.2-1
python-jaraco.text 3.10.0-1
python-jinja 1:3.1.2-2
python-mako 1.2.3-1
python-markupsafe 2.1.1-1
python-more-itertools 9.0.0-1
python-nspektr 0.4.0-2
python-numpy 1.23.4-1
python-ordered-set 4.1.0-1
python-packaging 21.3-1
python-pip 22.3-1
python-ply 3.11-10
python-psutil 5.9.2-1
python-pycparser 2.21-3
python-pycups 2.0.1-5
python-pycurl 7.45.1-1
python-pydantic 1.10.2-1
python-pyparsing 3.0.9-1
python-requests 2.28.1-1
python-setuptools 1:63.4.3-1
python-six 1.16.0-6
python-tomli 2.0.1-1
python-trove-classifiers 2022.10.19-1
python-typing_extensions 4.4.0-1
python-urllib3 1.26.12-1
python-validate-pyproject 0.10.1-1
python-wheel 0.37.1-1
python-xlib 0.31-3
python39 3.9.14-1
qbittorrent 4.4.5-1
qemu-audio-spice 7.1.0-10
qemu-base 7.1.0-10
qemu-block-curl 7.1.0-10
qemu-block-dmg 7.1.0-10
qemu-block-nfs 7.1.0-10
qemu-block-ssh 7.1.0-10
qemu-chardev-spice 7.1.0-10
qemu-common 7.1.0-10
qemu-hw-display-qxl 7.1.0-10
qemu-hw-display-virtio-gpu 7.1.0-10
qemu-hw-display-virtio-gpu-gl 7.1.0-10
qemu-hw-display-virtio-gpu-pci 7.1.0-10
qemu-hw-display-virtio-gpu-pci-gl 7.1.0-10
qemu-hw-display-virtio-vga 7.1.0-10
qemu-hw-display-virtio-vga-gl 7.1.0-10
qemu-hw-s390x-virtio-gpu-ccw 7.1.0-10
qemu-hw-usb-host 7.1.0-10
qemu-hw-usb-redirect 7.1.0-10
qemu-hw-usb-smartcard 7.1.0-10
qemu-img 7.1.0-10
qemu-pr-helper 7.1.0-10
qemu-system-x86 7.1.0-10
qemu-system-x86-firmware 7.1.0-10
qemu-tools 7.1.0-10
qemu-ui-curses 7.1.0-10
qemu-ui-opengl 7.1.0-10
qemu-ui-spice-app 7.1.0-10
qemu-ui-spice-core 7.1.0-10
qemu-virtiofsd 7.1.0-10
qpdf 11.1.1-1
qrencode 4.1.1-1
qt5-webkit 5.212.0alpha4-17
qt5pas 2.6.2.2.0-2
qt6-base 6.4.0-2
qt6-svg 6.4.0-1
qt6-translations 6.4.0-1
qview 5.0-1
ranger 1.9.3-4
raptor 2.0.15-20
rasqal 1:0.9.33-5
rate-mirrors-bin 0.11.1-1
rav1e 0.5.1-2
re2 1:20220601-1
readline 8.1.002-1
redland 1:1.0.17-8
refind 0.13.3.1-1
reflector 2021.11-5
reiserfsprogs 3.6.27-3
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
ripgrep 13.0.0-2
rofi 1.7.5-1
rp-pppoe 3.15-2
rpcbind 1.2.6-2
rsync 3.2.7-1
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.1.1-1
run-parts 5.5-1
rxvt-unicode 9.30-1
rxvt-unicode-terminfo 9.30-1
sbc 2.0-1
screen 4.9.0-1
screenfetch 3.9.1-1
sddm 0.19.0-8
sddm-sugar-candy-git r53.2b72ef6-1
sdl2 2.24.1-1
sdparm 1.12-1
seabios 1.16.0-3
sed 4.8-1
semver 7.3.8-1
serd 0.30.16-1
sg3_utils 1.47-1
shaderc 2022.1-4
shadow 4.11.1-3
shared-mime-info 2.0+155+gf4e7cbc-1
shell-color-scripts 1.1.r96.da2e3c5-1
slang 2.3.3-1
sleuthkit 4.11.1-1
smartmontools 7.3-1
smbclient 4.17.1-2
snappy 1.1.9-2
sndio 1.9.0-1
sof-firmware 2.2.2-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.1-2
source-highlight 3.1.9-9
spacefm 1.0.6-3
spandsp 0.0.6-3
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.0-1
spice-gtk 0.41-2
spirv-tools 2022.1-1
splix 2.0.0-16
spotify 1:1.1.84.716-2
sqlite 3.39.4-1
squashfs-tools 4.5.1-2
sratom 0.6.14-1
srt 1.5.1-1
sshfs 3.7.3-1
stacer 1.1.0-1
starship 1.11.0-1
startup-notification 0.12-7
steam 1.0.0.75-1
stoken 0.92-4
strace 5.19-1
sudo 1.9.11.p3-1
suil 0.10.16-3
suitesparse 5.13.0-1
supermin 5.3.2-1
svt-av1 1.2.1-1
svt-hevc 1.5.1-2
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
system-config-printer 1.5.18-1
systemd 251.6-2
systemd-libs 251.6-2
systemd-sysvcompat 251.6-2
taglib 1.12-2
talloc 2.3.4-1
tar 1.34-1
tcl 8.6.12-3
tcpdump 4.99.1-1
tdb 1.4.7-1
terminus-font 4.49.1-2
termite 16.5-2
tesseract 5.2.0-2
tesseract-data-afr 2:4.1.0-3
tesseract-data-osd 2:4.1.0-3
testdisk 7.1-4
tevent 1:0.13.0-1
texinfo 6.8-2
the_silver_searcher 2.2.0-2
thin-provisioning-tools 0.9.0-1
thunar 4.16.11-2
tlp 1.5.0-5
tmux 3.3_a-2
tpm2-tss 3.2.0-1
tracker3 3.4.0-2
tslib 1.22-1
ttf-carlito 20130920-6
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-hack 3.003-3
ttf-iosevka-nerd 2.2.2-1
ttf-liberation 2.1.5-1
ttf-ms-win10-auto 10.0.19042.789-5
twolame 0.4.0-2
tzdata 2022e-1
uasm 2.55-2
uchardet 0.0.7-1
udftools 2.3-1
udisks2 2.9.4-1
ufw 0.36.1-1
unzip 6.0-19
upd72020x-fw 20200826-3
upower 1.90.0-1
urxvt-fullscreen 1-1
urxvt-perls 2.3-2
urxvt-resize-font-git 27.b593580-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-1
usbredir 0.13.0-1
usbutils 014-2
util-linux 2.38.1-1
util-linux-libs 2.38.1-1
v4l-utils 1.22.1-1
vamp-plugin-sdk 2.10.0-1
vapoursynth R60-1
vde2 2.3.3-3
vid.stab 1.1-3
vim 9.0.0354-1
vim-runtime 9.0.0354-1
virglrenderer 0.9.1-1
virt-install 4.1.0-1
virt-manager 4.1.0-1
virt-viewer 11.0-1
visual-studio-code-bin 1.72.2-1
vlc 3.0.17.4-10
vmaf 2.3.1-1
volume_key 0.3.12-7
vpnc 1:0.5.3.r506.r204-1
vte-common 0.70.1-1
vte3 0.70.1-1
vulkan-headers 1:1.3.227-1
vulkan-icd-loader 1.3.226-1
w3m 0.5.3.git20220409_1-1
wavpack 5.5.0-1
wayland 1.21.0-1
wayland-protocols 1.27-1
wd719x-firmware 1-7
webkit2gtk-4.1 2.38.1-1
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-5
wildmidi 0.4.4-1
wireless-regdb 2022.08.12-1
wireless_tools 30.pre9-3
wmctrl 1.07-6
woff2 1.0.2-4
wolfssl 5.5.1-1
wpa_supplicant 2:2.10-5
wpebackend-fdo 1.14.0-1
wps-office 11.1.0.11664-2
wvdial 1.61-8
wvstreams 4.6.1-18
wxwidgets-common 3.2.1-1
wxwidgets-gtk3 3.2.1-1
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xcb-proto 1.15.2-1
xcb-util 0.4.0-4
xcb-util-cursor 0.1.4-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.15.0-1
xdg-desktop-portal-gnome 42.3-1
xdg-desktop-portal-gtk 1.14.0-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+21+g1a58bc2-2
xdo-git 0.5.7.r1.g688f10f-1
xdotool 3.20211022.1-1
xerolinux-mirrorlist 0.1.2-1
xf86-input-elographics 1.4.2-3
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.2.1-1
xf86-input-vmmouse 13.2.0-1
xf86-input-void 1.4.1-6
xf86-video-amdgpu 22.0.0-1
xf86-video-ati 1:19.1.0.r15.g7a6a34af-1
xf86-video-fbdev 0.5.0-3
xf86-video-nouveau 1.0.17-2
xf86-video-openchrome 0.6.0.r763.gdc661c5-1
xf86-video-vesa 2.5.0-3
xfconf 4.16.0-2
xfsprogs 5.19.0-2
xkeyboard-config 2.37-1
xl2tpd 1.3.17-1
xmlsec 1.2.34-2
xorg-bdftopcf 1.1.1-1
xorg-docs 1.7.2-1
xorg-font-util 1.3.3-1
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.6-1
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.4-1
xorg-server-common 21.1.4-1
xorg-server-devel 21.1.4-1
xorg-server-xephyr 21.1.4-1
xorg-server-xnest 21.1.4-1
xorg-server-xvfb 21.1.4-1
xorg-sessreg 1.1.2-3
xorg-setxkbmap 1.3.3-1
xorg-smproxy 1.0.7-1
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-3
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.7-3
xorg-xdpyinfo 1.3.3-4
xorg-xdriinfo 1.0.6-3
xorg-xev 1.2.5-1
xorg-xgamma 1.0.6-4
xorg-xhost 1.0.8-3
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-4
xorg-xkbutils 1.0.5-1
xorg-xkill 1.0.5-3
xorg-xlsatoms 1.1.3-3
xorg-xlsclients 1.1.4-3
xorg-xmodmap 1.0.11-1
xorg-xpr 1.1.0-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.7-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.2-3
xorg-xvinfo 1.1.4-3
xorg-xwayland 22.1.4-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-3
xorg-xwud 1.0.6-1
xorgproto 2022.2-1
xplc 0.3.13-10
xsel 1.2.0.20200527-1
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.7-1
yajl 2.1.0-5
yara 4.2.3-1
yay-git 11.3.0.r12.g647d160-1
zbar 0.23.90-1
zenity 3.43.0-1
zeromq 4.3.4-2
zimg 3.0.4-1
zlib 1:1.2.13-1
zstd 1.5.2-7
zvbi 0.2.35-4
zxing-cpp 1.4.0-1
zziplib 0.13.72-1
